month,year,distance,elevation,PointsScale,UciScale,ParcoursType,ProfileScore,RaceRanking,StartlistQuality,Classification,Category,Duration
5,2024,173,1309,2.PRO.Stage,UCI.WR.Pro.Stage,2,22,128,161,2.Pro,ME - Men Elite,14747
5,2024,184,1548,2.PRO.Stage,UCI.WR.Pro.Stage,2,33,128,161,2.Pro,ME - Men Elite,15625
5,2024,165,1275,2.PRO.Stage,UCI.WR.Pro.Stage,1,8,128,161,2.Pro,ME - Men Elite,13358
5,2024,167,649,2.PRO.Stage,UCI.WR.Pro.Stage,1,5,128,161,2.Pro,ME - Men Elite,12922
5,2024,179,2677,2.PRO.Stage,UCI.WR.Pro.Stage,3,78,128,161,2.Pro,ME - Men Elite,15871
5,2024,177,468,2.PRO.Stage,UCI.WR.Pro.Stage,1,2,128,161,2.Pro,ME - Men Elite,13864
9,2024,110,1825,F-2.2.Stage,UCI.WE.2.Stage,2,93,70,261,2.2,WE - Women Elite,10792
9,2024,112,1768,F-2.2.Stage,UCI.WE.2.Stage,2,80,70,261,2.2,WE - Women Elite,11280
6,2024,114,3403,F-1.1,UCI.WE.1,5,304,69,230,1.1,WE - Women Elite,14010
5,2024,128,846,2.2.Stage,UCI.WR.2.Stage,1,22,296,12,2.2,ME - Men Elite,9422
5,2024,143,2016,2.2.Stage,UCI.WR.2.Stage,2,121,296,12,2.2,ME - Men Elite,12085
5,2024,154,1868,2.2.Stage,UCI.WR.2.Stage,2,76,296,12,2.2,ME - Men Elite,12896
5,2024,149,1802,2.2.Stage,UCI.WR.2.Stage,2,64,296,12,2.2,ME - Men Elite,12344
5,2024,171,3954,2.2.Stage,UCI.WR.2.Stage,4,281,296,12,2.2,ME - Men Elite,16325
1,2024,149,686,2.1.Stage,UCI.WR.1.Stage,1,4,82,270,2.1,ME - Men Elite,11935
1,2024,199,1359,2.1.Stage,UCI.WR.1.Stage,3,25,82,270,2.1,ME - Men Elite,16924
2,2024,171,953,2.1.Stage,UCI.WR.1.Stage,1,5,82,270,2.1,ME - Men Elite,14392
2,2024,142,1023,2.1.Stage,UCI.WR.1.Stage,3,22,82,270,2.1,ME - Men Elite,11503
2,2024,150,1330,2.1.Stage,UCI.WR.1.Stage,2,107,82,270,2.1,ME - Men Elite,12277
1,2025,143,914,2.1.Stage,UCI.WR.1.Stage,2,16,93,232,2.1,ME - Men Elite,11421
1,2025,131,1869,2.1.Stage,UCI.WR.1.Stage,3,134,93,232,2.1,ME - Men Elite,11895
1,2025,181,974,2.1.Stage,UCI.WR.1.Stage,2,6,93,232,2.1,ME - Men Elite,15383
1,2025,141,1254,2.1.Stage,UCI.WR.1.Stage,2,97,93,232,2.1,ME - Men Elite,11386
2,2025,170,896,2.1.Stage,UCI.WR.1.Stage,2,7,93,232,2.1,ME - Men Elite,12720
4,2024,254,3290,1.WT.B,UCI.WR.C1,2,110,12,884,1.UWT,ME - Men Elite,21497
4,2024,101,1244,F-1.WWT,UCI.WE.WWT,2,63,8,1225,1.WWT,WE - Women Elite,9302
5,2024,178,183,1.1,UCI.WR.1,1,0,119,182,1.1,ME - Men Elite,14505
5,2024,140,136,F-1.1,UCI.WE.1,1,0,74,216,1.1,WE - Women Elite,12964
8,2024,155,2537,2.PRO.Stage,UCI.WR.Pro.Stage,2,165,116,188,2.Pro,ME - Men Elite,13412
8,2024,178,2871,2.PRO.Stage,UCI.WR.Pro.Stage,2,132,116,188,2.Pro,ME - Men Elite,14738
8,2024,156,2715,2.PRO.Stage,UCI.WR.Pro.Stage,3,167,116,188,2.Pro,ME - Men Elite,13915
8,2024,157,1880,2.PRO.Stage,UCI.WR.Pro.Stage,3,74,116,188,2.Pro,ME - Men Elite,11941
7,2024,138,227,F-1.1,UCI.WE.1,1,1,93,147,1.1,WE - Women Elite,11588
4,2024,151,131,1.2,UCI.WR.2,1,0,308,11,1.2,ME - Men Elite,9956
6,2024,12,136,2.PRO.Stage,UCI.WR.Pro.Stage,1,2,42,442,2.Pro,ME - Men Elite,804
6,2024,184,467,2.PRO.Stage,UCI.WR.Pro.Stage,1,2,42,442,2.Pro,ME - Men Elite,14362
6,2024,188,752,2.PRO.Stage,UCI.WR.Pro.Stage,2,13,42,442,2.Pro,ME - Men Elite,14780
6,2024,177,2749,2.PRO.Stage,UCI.WR.Pro.Stage,3,140,42,442,2.Pro,ME - Men Elite,15266
6,2024,186,1114,2.PRO.Stage,UCI.WR.Pro.Stage,1,8,42,442,2.Pro,ME - Men Elite,13911
7,2024,114,102,F-2.1.Stage,UCI.WE.1.Stage,1,0,51,381,2.1,WE - Women Elite,9801
7,2024,127,435,F-2.1.Stage,UCI.WE.1.Stage,1,3,51,381,2.1,WE - Women Elite,10973
7,2024,66,617,F-2.1.Stage,UCI.WE.1.Stage,1,11,51,381,2.1,WE - Women Elite,5332
7,2024,11,102,F-2.1.Stage,UCI.WE.1.Stage,1,4,51,381,2.1,WE - Women Elite,893
7,2024,117,139,F-2.1.Stage,UCI.WE.1.Stage,1,0,51,381,2.1,WE - Women Elite,9866
5,2024,79,94,F-1.2,UCI.WE.2,1,0,149,14,1.2,WE - Women Elite,7460
9,2024,178,840,1.WT.B,UCI.WR.C2,2,32,28,703,1.UWT,ME - Men Elite,13189
8,2024,164,1624,2.WT.Stage,UCI.WR.C2.Stage,3,29,23,732,2.UWT,ME - Men Elite,13261
8,2024,15,106,2.WT.Stage,UCI.WR.C2.Stage,1,1,23,732,2.UWT,ME - Men Elite,1019
8,2024,186,377,2.WT.Stage,UCI.WR.C2.Stage,1,0,23,732,2.UWT,ME - Men Elite,14237
8,2024,179,337,2.WT.Stage,UCI.WR.C2.Stage,1,0,23,732,2.UWT,ME - Men Elite,13028
9,2024,203,2060,2.WT.Stage,UCI.WR.C2.Stage,3,81,23,732,2.UWT,ME - Men Elite,16256
4,2024,140,383,2.2.Stage,UCI.WR.2.Stage,1,1,308,11,2.2,ME - Men Elite,11305
4,2024,149,2110,2.2.Stage,UCI.WR.2.Stage,3,100,308,11,2.2,ME - Men Elite,12587
4,2024,180,3614,2.2.Stage,UCI.WR.2.Stage,5,242,308,11,2.2,ME - Men Elite,17539
4,2024,126,503,2.2.Stage,UCI.WR.2.Stage,1,5,308,11,2.2,ME - Men Elite,9672
10,2024,199,1932,1.1,UCI.WR.1,2,31,45,434,1.1,ME - Men Elite,16062
10,2024,117,1066,F-1.1,UCI.WE.1,2,22,41,509,1.1,WE - Women Elite,10411
7,2024,70,618,,UCI.WR.Ncup.Stage,2,20,NULL,NULL,2.Ncup,WJ - Women Juniors,6050
7,2024,77,936,,UCI.WR.Ncup.Stage,3,69,NULL,NULL,2.Ncup,WJ - Women Juniors,7484
5,2024,168,1678,2.PRO.Stage,UCI.WR.Pro.Stage,1,30,86,241,2.Pro,ME - Men Elite,13709
5,2024,209,3284,2.PRO.Stage,UCI.WR.Pro.Stage,2,118,86,241,2.Pro,ME - Men Elite,18237
5,2024,169,1504,2.PRO.Stage,UCI.WR.Pro.Stage,1,26,86,241,2.Pro,ME - Men Elite,13195
5,2024,181,2702,1.1,UCI.WR.1,3,92,131,156,1.1,ME - Men Elite,15293
3,2024,201,851,1.PRO,UCI.WR.Pro,1,14,100,223,1.Pro,ME - Men Elite,17191
8,2024,260,3539,1.WT.B,UCI.WR.C2,2,112,25,710,1.UWT,ME - Men Elite,22176
5,2024,19,165,F-2.1.Stage,UCI.WE.1.Stage,1,10,73,219,2.1,WE - Women Elite,1504
5,2024,138,1598,F-2.1.Stage,UCI.WE.1.Stage,2,36,73,219,2.1,WE - Women Elite,13023
5,2024,136,1617,F-2.1.Stage,UCI.WE.1.Stage,2,36,73,219,2.1,WE - Women Elite,12330
6,2024,218,2024,1.PRO,UCI.WR.Pro,1,38,58,331,1.Pro,ME - Men Elite,17607
2,2025,184,1692,1.WT.B,UCI.WR.C3,2,86,83,266,1.UWT,ME - Men Elite,15970
2,2025,184,1692,1.WT.B,UCI.WR.C3,2,86,83,266,1.UWT,ME - Men Elite,14383
3,2024,197,1754,1.1,UCI.WR.1,2,36,172,83,1.1,ME - Men Elite,15723
10,2024,45,322,1.1,UCI.WR.1,1,4,187,49,1.1,ME - Men Elite,3117
4,2024,165,1267,2.2.Stage,UCI.WR.2.Stage,1,23,190,34,2.2,ME - Men Elite,13902
4,2024,168,2002,2.2.Stage,UCI.WR.2.Stage,3,73,190,34,2.2,ME - Men Elite,14755
4,2024,146,2550,2.2.Stage,UCI.WR.2.Stage,3,172,190,34,2.2,ME - Men Elite,13090
4,2024,164,2303,2.2.Stage,UCI.WR.2.Stage,2,110,190,34,2.2,ME - Men Elite,14125
5,2024,184,1983,1.1,UCI.WR.1,3,51,129,157,1.1,ME - Men Elite,14769
5,2024,191,2169,1.PRO,UCI.WR.Pro,3,91,79,264,1.Pro,ME - Men Elite,16672
8,2024,173,2132,1.1,UCI.WR.1,3,117,133,159,1.1,ME - Men Elite,15081
5,2024,180,305,1.2,UCI.WR.2,1,0,369,5,1.2,ME - Men Elite,13765
8,2024,236,4435,1.WT.B,UCI.WR.C2,2,235,26,709,1.UWT,ME - Men Elite,20772
2,2024,192,1733,1.PRO,UCI.WR.Pro,2,31,48,376,1.Pro,ME - Men Elite,15089
2,2025,189,1730,1.PRO,UCI.WR.Pro,2,31,121,179,1.Pro,ME - Men Elite,15947
2,2024,192,1733,1.PRO,UCI.WR.Pro,2,31,48,376,1.Pro,ME - Men Elite,10984
1,2024,200,2033,1.1,UCI.WR.1,2,48,119,178,1.1,ME - Men Elite,16542
1,2025,184,2157,1.1,UCI.WR.1,2,134,69,310,1.1,ME - Men Elite,15993
3,2024,175,1619,1.2,UCI.WR.2,3,74,267,15,1.2,ME - Men Elite,14699
4,2024,171,2642,1.1,UCI.WR.1,3,178,119,183,1.1,ME - Men Elite,15001
3,2024,183,2452,1.1,UCI.WR.1,2,82,176,65,1.1,ME - Men Elite,15406
2,2024,184,2004,1.1,UCI.WR.1,3,145,110,196,1.1,ME - Men Elite,14983
10,2024,167,2890,1.1,UCI.WR.1,2,116,57,360,1.1,ME - Men Elite,14348
10,2024,174,1969,1.PRO,UCI.WR.Pro,2,82,35,601,1.Pro,ME - Men Elite,13810
6,2024,172,1720,1.2,UCI.WR.2U,2,91,338,8,1.2U,MU - Men U23,14637
9,2024,198,2750,1.PRO,UCI.WR.Pro,3,121,74,287,1.Pro,ME - Men Elite,17608
3,2024,183,306,1.2,UCI.WR.2,1,1,303,12,1.2,ME - Men Elite,14155
6,2024,173,1891,2.WT.Stage,UCI.WR.C1.Stage,2,40,18,779,2.UWT,ME - Men Elite,14490
6,2024,142,2499,2.WT.Stage,UCI.WR.C1.Stage,5,117,18,779,2.UWT,ME - Men Elite,12102
6,2024,182,2833,2.WT.Stage,UCI.WR.C1.Stage,5,110,18,779,2.UWT,ME - Men Elite,15738
6,2024,34,427,2.WT.Stage,UCI.WR.C1.Stage,2,19,18,779,2.UWT,ME - Men Elite,2509
6,2024,174,3439,2.WT.Stage,UCI.WR.C1.Stage,5,301,18,779,2.UWT,ME - Men Elite,15599
6,2024,155,4316,2.WT.Stage,UCI.WR.C1.Stage,5,393,18,779,2.UWT,ME - Men Elite,16156
6,2024,161,3751,2.WT.Stage,UCI.WR.C1.Stage,5,294,18,779,2.UWT,ME - Men Elite,15482
10,2024,163,2309,2.1.Stage,UCI.WR.1.Stage,2,66,98,222,2.1,ME - Men Elite,13982
10,2024,115,1010,2.1.Stage,UCI.WR.1.Stage,2,43,98,222,2.1,ME - Men Elite,8179
10,2024,90,1520,2.1.Stage,UCI.WR.1.Stage,2,75,98,222,2.1,ME - Men Elite,6443
10,2024,161,2990,2.1.Stage,UCI.WR.1.Stage,3,131,98,222,2.1,ME - Men Elite,14318
10,2024,101,1069,2.1.Stage,UCI.WR.1.Stage,1,47,98,222,2.1,ME - Men Elite,7944
10,2024,158,539,2.1.Stage,UCI.WR.1.Stage,1,5,98,222,2.1,ME - Men Elite,11767
8,2024,126,1098,2.2.Stage,UCI.WR.2.Stage,3,14,430,1,2.2,ME - Men Elite,9471
9,2024,134,1368,2.2.Stage,UCI.WR.2.Stage,3,29,430,1,2.2,ME - Men Elite,10293
8,2024,117,622,2.2.Stage,UCI.WR.2.Stage,2,14,306,12,2.2,ME - Men Elite,8237
8,2024,171,1964,2.2.Stage,UCI.WR.2.Stage,2,43,306,12,2.2,ME - Men Elite,13576
7,2024,151,1275,2.1.Stage,UCI.WR.1.Stage,2,32,101,219,2.1,ME - Men Elite,12625
7,2024,173,3312,2.1.Stage,UCI.WR.1.Stage,5,209,101,219,2.1,ME - Men Elite,15462
7,2024,135,2284,2.1.Stage,UCI.WR.1.Stage,5,214,101,219,2.1,ME - Men Elite,11837
7,2024,132,1779,2.1.Stage,UCI.WR.1.Stage,2,93,101,219,2.1,ME - Men Elite,10890
3,2024,127,778,F-1.PRO,UCI.WE.Pro,3,13,37,508,1.Pro,WE - Women Elite,11755
3,2024,127,778,F-1.PRO,UCI.WE.Pro,3,13,37,508,1.Pro,WE - Women Elite,11755
4,2024,135,1453,F-1.PRO,UCI.WE.Pro,3,58,26,724,1.Pro,WE - Women Elite,12378
4,2024,135,1453,F-1.PRO,UCI.WE.Pro,3,58,26,724,1.Pro,WE - Women Elite,12378
8,2024,176,2149,2.PRO.Stage,UCI.WR.Pro.Stage,2,79,60,341,2.Pro,ME - Men Elite,15377
8,2024,175,2582,2.PRO.Stage,UCI.WR.Pro.Stage,3,96,60,341,2.Pro,ME - Men Elite,15950
8,2024,211,3192,2.PRO.Stage,UCI.WR.Pro.Stage,2,94,60,341,2.Pro,ME - Men Elite,19077
8,2024,183,2565,2.PRO.Stage,UCI.WR.Pro.Stage,2,95,60,341,2.Pro,ME - Men Elite,15822
7,2024,168,303,2.2.Stage,UCI.WR.2.Stage,1,0,343,9,2.2,ME - Men Elite,13005
7,2024,166,520,2.2.Stage,UCI.WR.2.Stage,1,0,343,9,2.2,ME - Men Elite,12134
7,2024,167,562,2.2.Stage,UCI.WR.2.Stage,1,0,343,9,2.2,ME - Men Elite,12154
3,2024,128,149,F-1.1,UCI.WE.1,1,0,72,208,1.1,WE - Women Elite,10563
8,2024,206,2282,1.1,UCI.WR.1,2,85,118,183,1.1,ME - Men Elite,17193
6,2024,178,1132,1.PRO,UCI.WR.Pro,3,24,123,171,1.Pro,ME - Men Elite,14659
5,2024,113,1409,F-1.1,UCI.WE.1,2,105,41,464,1.1,WE - Women Elite,9956
6,2024,134,829,F-1.1,UCI.WE.1,2,6,74,211,1.1,WE - Women Elite,12130
6,2024,128,787,F-1.1,UCI.WE.1,3,18,47,423,1.1,WE - Women Elite,11810
3,2024,189,1498,1.WT.B,UCI.WR.C3,2,43,25,729,1.UWT,ME - Men Elite,14893
3,2024,114,1008,F-1.PRO,UCI.WE.Pro,2,36,21,964,1.Pro,WE - Women Elite,10328
10,2024,200,121,1.1,UCI.WR.1,1,0,152,123,1.1,ME - Men Elite,15039
4,2024,134,87,F-1.1,UCI.WE.1,1,0,96,114,1.1,WE - Women Elite,12535
4,2024,134,87,F-1.1,UCI.WE.1,1,0,96,114,1.1,WE - Women Elite,12535
5,2024,202,2939,1.WT.B,UCI.WR.C3,2,85,42,410,1.UWT,ME - Men Elite,17208
5,2024,129,1755,1.2,UCI.WR.2U,2,49,380,4,1.2U,MU - Men U23,11357
2,2024,164,2060,2.1.Stage,UCI.WR.1.Stage,3,82,90,245,2.1,ME - Men Elite,14230
2,2024,161,2326,2.1.Stage,UCI.WR.1.Stage,2,84,90,245,2.1,ME - Men Elite,13434
2,2024,158,1801,2.1.Stage,UCI.WR.1.Stage,3,56,90,245,2.1,ME - Men Elite,12512
2,2024,11,172,2.1.Stage,UCI.WR.1.Stage,3,23,90,245,2.1,ME - Men Elite,902
2,2025,159,521,2.1.Stage,UCI.WR.1.Stage,3,19,60,358,2.1,ME - Men Elite,12809
2,2025,166,1424,2.1.Stage,UCI.WR.1.Stage,2,35,60,358,2.1,ME - Men Elite,14274
2,2025,136,2074,2.1.Stage,UCI.WR.1.Stage,2,78,60,358,2.1,ME - Men Elite,8865
2,2025,119,1418,2.1.Stage,UCI.WR.1.Stage,3,124,60,358,2.1,ME - Men Elite,11193
2,2025,11,174,2.1.Stage,UCI.WR.1.Stage,3,23,60,358,2.1,ME - Men Elite,907
5,2024,200,375,1.1,UCI.WR.1,1,0,173,74,1.1,ME - Men Elite,14646
3,2024,155,207,F-1.WWT,UCI.WE.WWT,1,0,27,719,1.WWT,WE - Women Elite,13796
4,2024,195,2972,1.1,UCI.WR.1,2,98,143,135,1.1,ME - Men Elite,16743
2,2024,169,3080,1.PRO,UCI.WR.Pro,2,195,45,403,1.Pro,ME - Men Elite,15814
2,2024,189,2309,1.PRO,UCI.WR.Pro,3,125,50,368,1.Pro,ME - Men Elite,16893
2,2024,192,2245,1.PRO,UCI.WR.Pro,2,124,72,288,1.Pro,ME - Men Elite,17053
2,2025,193,2063,1.PRO,UCI.WR.Pro,2,101,67,314,1.Pro,ME - Men Elite,16547
5,2024,174,3500,1.2,UCI.WR.2,2,214,400,2,1.2,ME - Men Elite,16386
5,2024,86,1398,2.2.Stage,UCI.WR.2.Stage,2,61,258,16,2.2,ME - Men Elite,6950
5,2024,151,2003,2.2.Stage,UCI.WR.2.Stage,2,62,258,16,2.2,ME - Men Elite,12447
5,2024,127,2658,2.2.Stage,UCI.WR.2.Stage,3,205,258,16,2.2,ME - Men Elite,11838
5,2024,19,192,2.2.Stage,UCI.WR.2.Stage,1,6,258,16,2.2,ME - Men Elite,1367
5,2024,150,1136,2.2.Stage,UCI.WR.2.Stage,1,31,258,16,2.2,ME - Men Elite,11788
5,2024,198,1532,1.2,UCI.WR.2,2,26,324,9,1.2,ME - Men Elite,16594
3,2024,171,837,F-1.WWT,UCI.WE.WWT,2,31,11,1143,1.WWT,WE - Women Elite,15379
3,2024,171,837,F-1.WWT,UCI.WE.WWT,2,31,11,1143,1.WWT,WE - Women Elite,15379
4,2024,183,1344,1.2,UCI.WR.2U,2,32,259,16,1.2U,MU - Men U23,14848
3,2024,171,837,F-1.WWT,UCI.WE.WWT,2,31,11,1143,1.WWT,WE - Women Elite,15379
7,2024,41,1120,2.2.Stage,UCI.WR.2U.Stage,5,154,315,11,2.2U,MU - Men U23,4015
7,2024,128,2025,2.2.Stage,UCI.WR.2U.Stage,2,83,315,11,2.2U,MU - Men U23,11484
7,2024,130,3391,2.2.Stage,UCI.WR.2U.Stage,5,341,315,11,2.2U,MU - Men U23,13463
7,2024,163,3796,2.2.Stage,UCI.WR.2U.Stage,4,312,315,11,2.2U,MU - Men U23,16234
7,2024,96,2950,2.2.Stage,UCI.WR.2U.Stage,4,313,315,11,2.2U,MU - Men U23,10100
4,2024,161,2048,2.1.Stage,UCI.WR.1.Stage,1,53,132,154,2.1,ME - Men Elite,13121
4,2024,162,2308,2.1.Stage,UCI.WR.1.Stage,2,86,132,154,2.1,ME - Men Elite,14710
4,2024,163,3679,2.1.Stage,UCI.WR.1.Stage,5,279,132,154,2.1,ME - Men Elite,15380
4,2024,173,3408,2.1.Stage,UCI.WR.1.Stage,5,124,132,154,2.1,ME - Men Elite,15193
4,2024,168,2091,1.2,UCI.WR.2U,2,136,328,9,1.2U,MU - Men U23,14795
9,2024,177,112,2.2.Stage,UCI.WR.2.Stage,1,0,207,27,2.2,ME - Men Elite,13718
9,2024,142,2828,2.2.Stage,UCI.WR.2.Stage,3,278,207,27,2.2,ME - Men Elite,13520
9,2024,147,1498,2.2.Stage,UCI.WR.2.Stage,2,124,207,27,2.2,ME - Men Elite,11875
9,2024,160,1060,2.2.Stage,UCI.WR.2.Stage,2,59,207,27,2.2,ME - Men Elite,12451
4,2024,196,1518,1.1,UCI.WR.1,2,108,177,62,1.1,ME - Men Elite,16203
8,2024,110,521,F-2.2.Stage,UCI.WE.2.Stage,3,15,112,94,2.2,WE - Women Elite,9976
8,2024,117,483,F-2.2.Stage,UCI.WE.2.Stage,2,32,112,94,2.2,WE - Women Elite,10639
9,2024,129,1321,F-2.2.Stage,UCI.WE.2.Stage,3,80,112,94,2.2,WE - Women Elite,12681
10,2024,215,3412,1.PRO,UCI.WR.Pro,3,283,24,725,1.Pro,ME - Men Elite,18998
10,2024,114,617,F-1.PRO,UCI.WE.Pro,3,108,30,631,1.Pro,WE - Women Elite,10400
7,2024,175,1816,1.2,UCI.WR.2,2,115,363,7,1.2,ME - Men Elite,14600
10,2024,165,1727,1.PRO,UCI.WR.Pro,3,83,71,301,1.Pro,ME - Men Elite,13803
10,2024,255,4735,1.WT.A,UCI.WR.Monument,2,220,9,900,1.UWT,ME - Men Elite,22094
7,2024,16,115,F-2.WWT.Stage,UCI.WE.WWT.Stage,1,7,7,1224,2.WWT,WE - Women Elite,1237
7,2024,110,581,F-2.WWT.Stage,UCI.WE.WWT.Stage,1,14,7,1224,2.WWT,WE - Women Elite,9718
7,2024,113,1182,F-2.WWT.Stage,UCI.WE.WWT.Stage,3,85,7,1224,2.WWT,WE - Women Elite,10159
7,2024,134,1703,F-2.WWT.Stage,UCI.WE.WWT.Stage,3,116,7,1224,2.WWT,WE - Women Elite,12945
7,2024,108,1145,F-2.WWT.Stage,UCI.WE.WWT.Stage,2,26,7,1224,2.WWT,WE - Women Elite,9534
7,2024,159,2634,F-2.WWT.Stage,UCI.WE.WWT.Stage,3,127,7,1224,2.WWT,WE - Women Elite,15381
7,2024,120,3836,F-2.WWT.Stage,UCI.WE.WWT.Stage,5,373,7,1224,2.WWT,WE - Women Elite,15454
7,2024,117,2332,F-2.WWT.Stage,UCI.WE.WWT.Stage,5,97,7,1224,2.WWT,WE - Women Elite,11948
7,2024,16,115,F-2.WWT.Stage,UCI.WE.WWT.Stage,1,7,7,1224,2.WWT,WE - Women Elite,1237
7,2024,110,581,F-2.WWT.Stage,UCI.WE.WWT.Stage,1,14,7,1224,2.WWT,WE - Women Elite,9718
7,2024,113,1182,F-2.WWT.Stage,UCI.WE.WWT.Stage,3,85,7,1224,2.WWT,WE - Women Elite,10159
7,2024,134,1703,F-2.WWT.Stage,UCI.WE.WWT.Stage,3,116,7,1224,2.WWT,WE - Women Elite,12945
7,2024,108,1145,F-2.WWT.Stage,UCI.WE.WWT.Stage,2,26,7,1224,2.WWT,WE - Women Elite,9534
7,2024,159,2634,F-2.WWT.Stage,UCI.WE.WWT.Stage,3,127,7,1224,2.WWT,WE - Women Elite,15381
7,2024,120,3836,F-2.WWT.Stage,UCI.WE.WWT.Stage,5,373,7,1224,2.WWT,WE - Women Elite,15454
7,2024,117,2332,F-2.WWT.Stage,UCI.WE.WWT.Stage,5,97,7,1224,2.WWT,WE - Women Elite,11948
6,2024,105,1634,2.2.Stage,UCI.WR.2U.Stage,2,75,202,25,2.2U,MU - Men U23,8920
6,2024,134,3356,2.2.Stage,UCI.WR.2U.Stage,5,317,202,25,2.2U,MU - Men U23,13660
6,2024,139,992,2.2.Stage,UCI.WR.2U.Stage,2,28,202,25,2.2U,MU - Men U23,10963
6,2024,138,287,2.2.Stage,UCI.WR.2U.Stage,1,6,202,25,2.2U,MU - Men U23,10613
6,2024,172,3056,2.2.Stage,UCI.WR.2U.Stage,5,247,202,25,2.2U,MU - Men U23,15406
6,2024,182,1198,2.2.Stage,UCI.WR.2U.Stage,5,72,202,25,2.2U,MU - Men U23,14314
6,2024,137,2005,2.2.Stage,UCI.WR.2U.Stage,2,95,202,25,2.2U,MU - Men U23,11776
9,2024,196,1974,1.1,UCI.WR.1,1,25,63,331,1.1,ME - Men Elite,15434
2,2025,130,1607,1.2,UCI.WR.2,2,128,356,6,1.2,ME - Men Elite,11720
1,2024,174,2350,1.1,UCI.WR.1,2,79,123,167,1.1,ME - Men Elite,14987
1,2025,172,2374,1.1,UCI.WR.1,2,89,85,246,1.1,ME - Men Elite,14354
3,2024,150,2117,1.2,UCI.WR.2,2,98,233,20,1.2,ME - Men Elite,12883
8,2024,134,1572,1.2,UCI.WR.2,4,141,359,6,1.2,ME - Men Elite,11436
7,2024,134,1602,1.2,UCI.WR.2,3,56,365,6,1.2,ME - Men Elite,12382
5,2024,96,1408,F-1.1,UCI.WE.1,3,65,61,294,1.1,WE - Women Elite,9711
4,2024,104,1306,F-2.2.Stage,UCI.WE.2.Stage,3,57,114,67,2.2,WE - Women Elite,10200
