month,year,distance,elevation,PointsScale,UciScale,ParcoursType,ProfileScore,RaceRanking,StartlistQuality,Classification,Category,Duration
4,2024,102,1697,F-2.2.Stage,UCI.WE.2.Stage,2,83,114,67,2.2,WE - Women Elite,9800
4,2024,14,19,F-2.2.Stage,UCI.WE.2.Stage,1,0,114,67,2.2,WE - Women Elite,1046
4,2024,72,352,F-2.2.Stage,UCI.WE.2.Stage,1,8,114,67,2.2,WE - Women Elite,6272
4,2024,102,766,F-2.2.Stage,UCI.WE.2.Stage,1,19,114,67,2.2,WE - Women Elite,9923
5,2024,198,3118,2.2.Stage,UCI.WR.2.Stage,4,114,213,23,2.2,ME - Men Elite,18437
5,2024,152,2112,2.2.Stage,UCI.WR.2.Stage,2,60,213,23,2.2,ME - Men Elite,13875
5,2024,171,4017,2.2.Stage,UCI.WR.2.Stage,4,151,213,23,2.2,ME - Men Elite,17654
7,2024,171,1920,2.2.Stage,UCI.WR.2.Stage,2,65,194,32,2.2,ME - Men Elite,16046
7,2024,170,3012,2.2.Stage,UCI.WR.2.Stage,2,155,194,32,2.2,ME - Men Elite,16009
7,2024,171,2534,2.2.Stage,UCI.WR.2.Stage,3,209,194,32,2.2,ME - Men Elite,14917
3,2024,180,2106,1.2,UCI.WR.2,2,55,202,28,1.2,ME - Men Elite,14550
1,2024,140,741,1.2,UCI.WR.2,2,16,302,12,1.2,ME - Men Elite,12365
2,2025,127,1321,1.2,UCI.WR.2,2,42,325,9,1.2,ME - Men Elite,11262
9,2024,159,1181,1.2,UCI.WR.2,1,11,246,18,1.2,ME - Men Elite,12298
10,2024,99,1007,2.2.Stage,UCI.WR.2.Stage,1,26,351,7,2.2,ME - Men Elite,8085
10,2024,165,1745,2.2.Stage,UCI.WR.2.Stage,2,44,351,7,2.2,ME - Men Elite,13430
10,2024,104,1284,2.2.Stage,UCI.WR.2.Stage,2,43,351,7,2.2,ME - Men Elite,8544
10,2024,115,1073,2.2.Stage,UCI.WR.2.Stage,1,25,351,7,2.2,ME - Men Elite,10219
10,2024,164,1876,2.2.Stage,UCI.WR.2.Stage,2,44,351,7,2.2,ME - Men Elite,14457
3,2024,200,2253,1.1,UCI.WR.1,2,76,164,103,1.1,ME - Men Elite,16827
9,2024,209,3899,1.WT.B,UCI.WR.C1,2,176,12,869,1.UWT,ME - Men Elite,19719
9,2024,202,2508,1.WT.B,UCI.WR.C1,3,63,12,884,1.UWT,ME - Men Elite,17136
1,2024,168,2760,1.1,UCI.WR.1,4,126,124,167,1.1,ME - Men Elite,14872
2,2025,164,2830,1.1,UCI.WR.1,4,121,143,132,1.1,ME - Men Elite,14273
3,2024,196,1238,1.PRO,UCI.WR.Pro,1,9,102,217,1.Pro,ME - Men Elite,16831
9,2024,198,2115,1.PRO,UCI.WR.Pro,2,44,125,169,1.Pro,ME - Men Elite,16147
4,2024,179,1493,1.2,UCI.WR.2,2,33,406,1,1.2,ME - Men Elite,15418
3,2024,197,1339,1.2,UCI.WR.2,1,13,277,14,1.2,ME - Men Elite,16118
9,2024,172,NULL,1.2,UCI.WR.2,0,NULL,381,4,1.2,ME - Men Elite,13509
7,2024,178,457,1.2,UCI.WR.2,2,0,303,12,1.2,ME - Men Elite,13619
5,2024,117,1015,1.2,UCI.WR.2,1,35,308,11,1.2,ME - Men Elite,9757
8,2024,158,2143,F-1.WWT,UCI.WE.WWT,2,84,27,743,1.WWT,WE - Women Elite,15346
9,2024,139,1886,F-1.1,UCI.WE.1,3,83,30,609,1.1,WE - Women Elite,12924
9,2024,199,1364,1.1,UCI.WR.1,2,17,135,148,1.1,ME - Men Elite,16506
5,2024,96,1408,F-1.1,UCI.WE.1,3,65,61,294,1.1,WE - Women Elite,9711
4,2024,112,1632,F-1.1,UCI.WE.1,3,107,69,231,1.1,WE - Women Elite,11906
9,2024,130,1176,F-1.1,UCI.WE.1,2,25,53,380,1.1,WE - Women Elite,11629
5,2024,155,1827,1.2,UCI.WR.2,3,145,380,4,1.2,ME - Men Elite,12461
5,2024,179,698,1.2,UCI.WR.2,1,0,322,9,1.2,ME - Men Elite,15971
5,2024,83,NULL,1.2,UCI.WR.2,0,NULL,305,11,1.2,ME - Men Elite,7080
9,2024,132,1131,F-1.1,UCI.WE.1,2,28,62,293,1.1,WE - Women Elite,12407
9,2024,159,1507,1.2,UCI.WR.2,2,34,263,15,1.2,ME - Men Elite,12751
5,2024,129,186,F-1.1,UCI.WE.1,1,0,76,191,1.1,WE - Women Elite,10788
5,2024,124,1565,E-2.Ncup.Stage,UCI.WR.Ncup.Stage,2,44,217,22,2.Ncup,MU - Men U23,10218
5,2024,118,1733,E-2.Ncup.Stage,UCI.WR.Ncup.Stage,2,71,217,22,2.Ncup,MU - Men U23,10081
6,2024,100,1924,E-2.Ncup.Stage,UCI.WR.Ncup.Stage,5,174,217,22,2.Ncup,MU - Men U23,9390
6,2024,127,2080,E-2.Ncup.Stage,UCI.WR.Ncup.Stage,2,74,217,22,2.Ncup,MU - Men U23,11009
3,2024,157,2203,1.2,UCI.WR.2,2,93,227,21,1.2,ME - Men Elite,13773
10,2024,182,1638,1.PRO,UCI.WR.Pro,2,60,44,432,1.Pro,ME - Men Elite,14263
8,2024,175,1841,1.2,UCI.WR.2U,3,130,397,3,1.2U,MU - Men U23,14643
5,2024,116,2112,F-1.PRO,UCI.WE.Pro,3,165,76,188,1.Pro,WE - Women Elite,11287
4,2024,138,1308,1.2,UCI.WR.2U,1,22,379,4,1.2U,MU - Men U23,11785
4,2024,96,1263,F-1.1,UCI.WE.1,1,41,84,153,1.1,WE - Women Elite,8957
9,2024,169,1975,1.PRO,UCI.WR.Pro,2,88,87,241,1.Pro,ME - Men Elite,14116
4,2024,172,1456,1.2,UCI.WR.2U,2,126,383,3,1.2U,MU - Men U23,14305
5,2024,175,2243,1.2,UCI.WR.2U,2,91,380,4,1.2U,MU - Men U23,14932
3,2024,198,3178,1.PRO,UCI.WR.Pro,2,155,45,381,1.Pro,ME - Men Elite,17748
4,2024,148,NULL,1.2,UCI.WR.2U,0,NULL,341,8,1.2U,MU - Men U23,14055
8,2024,165,1863,1.2,UCI.WR.2U,2,94,355,8,1.2U,MU - Men U23,14214
1,2024,139,1848,1.2,UCI.WR.2,2,82,374,5,1.2,ME - Men Elite,12812
1,2024,101,1327,F-1.2,UCI.WE.2,2,73,147,12,1.2,WE - Women Elite,10894
10,2024,149,1604,2.WT.Stage,UCI.WR.C3.Stage,1,56,71,302,2.UWT,ME - Men Elite,11878
10,2024,182,2175,2.WT.Stage,UCI.WR.C3.Stage,2,81,71,302,2.UWT,ME - Men Elite,13769
10,2024,214,2563,2.WT.Stage,UCI.WR.C3.Stage,2,85,71,302,2.UWT,ME - Men Elite,17044
10,2024,177,2835,2.WT.Stage,UCI.WR.C3.Stage,2,111,71,302,2.UWT,ME - Men Elite,14531
10,2024,166,1881,2.WT.Stage,UCI.WR.C3.Stage,3,126,71,302,2.UWT,ME - Men Elite,12978
10,2024,134,1673,2.WT.Stage,UCI.WR.C3.Stage,2,106,71,302,2.UWT,ME - Men Elite,10315
10,2024,134,1673,F-1.WWT,UCI.WE.WWT,2,106,61,306,1.WWT,WE - Women Elite,13142
9,2024,139,1886,F-1.1,UCI.WE.1,3,83,30,609,1.1,WE - Women Elite,12924
6,2024,174,2902,1.1,UCI.WR.1,2,136,59,331,1.1,ME - Men Elite,15200
9,2024,137,444,F-1.1,UCI.WE.1,1,5,87,180,1.1,WE - Women Elite,12111
5,2024,135,177,F-1.1,UCI.WE.1,1,0,70,237,1.1,WE - Women Elite,12040
3,2024,201,624,1.1,UCI.WR.1,1,3,160,106,1.1,ME - Men Elite,16979
3,2024,119,1166,F-1.1,UCI.WE.1,2,33,42,451,1.1,WE - Women Elite,11005
9,2024,181,328,1.2,UCI.WR.2,1,1,239,19,1.2,ME - Men Elite,14383
8,2024,132,175,F-1.1,UCI.WE.1,1,0,105,108,1.1,WE - Women Elite,11613
6,2024,197,511,1.1,UCI.WR.1,1,6,146,132,1.1,ME - Men Elite,15291
10,2024,171,2099,1.2,UCI.WR.2U,2,145,258,16,1.2U,MU - Men U23,13917
8,2024,162,2463,2.2.Stage,UCI.WR.2.Stage,4,119,338,9,2.2,ME - Men Elite,14823
8,2024,108,1483,2.2.Stage,UCI.WR.2.Stage,4,97,338,9,2.2,ME - Men Elite,8712
8,2024,181,715,2.2.Stage,UCI.WR.2.Stage,1,1,338,9,2.2,ME - Men Elite,15722
8,2024,207,2518,2.2.Stage,UCI.WR.2.Stage,4,104,338,9,2.2,ME - Men Elite,18768
8,2024,123,1389,2.2.Stage,UCI.WR.2.Stage,4,75,338,9,2.2,ME - Men Elite,10767
6,2024,119,1454,F-2.PRO.Stage,UCI.WE.Pro.Stage,2,51,38,509,2.Pro,WE - Women Elite,11111
6,2024,119,1396,F-2.PRO.Stage,UCI.WE.Pro.Stage,2,42,38,509,2.Pro,WE - Women Elite,10937
6,2024,145,838,F-2.PRO.Stage,UCI.WE.Pro.Stage,2,10,38,509,2.Pro,WE - Women Elite,12797
6,2024,111,1527,F-2.PRO.Stage,UCI.WE.Pro.Stage,2,73,38,509,2.Pro,WE - Women Elite,10447
6,2024,32,290,F-2.PRO.Stage,UCI.WE.Pro.Stage,2,14,38,509,2.Pro,WE - Women Elite,2584
6,2024,105,1405,F-2.PRO.Stage,UCI.WE.Pro.Stage,2,57,38,509,2.Pro,WE - Women Elite,9375
3,2024,186,1729,1.2,UCI.WR.2,2,51,222,22,1.2,ME - Men Elite,15169
3,2024,148,1828,2.2.Stage,UCI.WR.2.Stage,3,67,223,22,2.2,ME - Men Elite,12574
3,2024,159,2292,2.2.Stage,UCI.WR.2.Stage,3,68,223,22,2.2,ME - Men Elite,13572
3,2024,151,2498,2.2.Stage,UCI.WR.2.Stage,2,97,223,22,2.2,ME - Men Elite,12898
3,2024,142,1512,2.2.Stage,UCI.WR.2.Stage,2,28,204,25,2.2,ME - Men Elite,11906
3,2024,139,2232,2.2.Stage,UCI.WR.2.Stage,3,120,204,25,2.2,ME - Men Elite,12895
3,2024,118,1270,2.2.Stage,UCI.WR.2.Stage,2,32,204,25,2.2,ME - Men Elite,8830
4,2024,160,2312,2.WT.Stage,UCI.WR.C2.Stage,2,72,18,779,2.UWT,ME - Men Elite,13348
4,2024,191,3057,2.WT.Stage,UCI.WR.C2.Stage,2,113,18,779,2.UWT,ME - Men Elite,16859
4,2024,158,2151,2.WT.Stage,UCI.WR.C2.Stage,2,129,18,779,2.UWT,ME - Men Elite,15675
4,2024,176,2214,2.WT.Stage,UCI.WR.C2.Stage,2,100,18,779,2.UWT,ME - Men Elite,13408
4,2024,138,3472,2.WT.Stage,UCI.WR.C2.Stage,2,235,18,779,2.UWT,ME - Men Elite,13033
5,2024,140,1473,F-2.WWT.Stage,UCI.WE.WWT.Stage,2,65,26,765,2.WWT,WE - Women Elite,12345
5,2024,104,1547,F-2.WWT.Stage,UCI.WE.WWT.Stage,2,97,26,765,2.WWT,WE - Women Elite,9277
5,2024,115,1788,F-2.WWT.Stage,UCI.WE.WWT.Stage,2,88,26,765,2.WWT,WE - Women Elite,11014
2,2024,158,2509,1.1,UCI.WR.1,2,89,85,263,1.1,ME - Men Elite,13458
2,2025,169,2542,1.1,UCI.WR.1,2,82,105,212,1.1,ME - Men Elite,14425
10,2024,144,2673,1.PRO,UCI.WR.Pro,2,159,107,197,1.Pro,ME - Men Elite,12810
7,2024,197,2329,2.2.Stage,UCI.WR.2.Stage,2,45,237,20,2.2,ME - Men Elite,15835
7,2024,164,2301,2.2.Stage,UCI.WR.2.Stage,3,118,237,20,2.2,ME - Men Elite,13542
7,2024,178,2595,2.2.Stage,UCI.WR.2.Stage,3,93,237,20,2.2,ME - Men Elite,15435
2,2024,196,1808,1.PRO,UCI.WR.Pro,2,39,30,629,1.Pro,ME - Men Elite,15661
5,2024,115,1317,F-1.1,UCI.WE.1,3,45,62,292,1.1,WE - Women Elite,10866
5,2024,104,514,F-1.2,UCI.WE.2,1,8,138,22,1.2,WE - Women Elite,9664
4,2024,199,2791,1.WT.B,UCI.WR.C2,3,145,12,863,1.UWT,ME - Men Elite,16824
4,2024,146,2111,F-1.WWT,UCI.WE.WWT,3,130,11,1140,1.WWT,WE - Women Elite,14129
7,2024,110,1643,F-1.2,UCI.WE.2,2,88,79,208,1.2,WE - Women Elite,11001
7,2024,129,1019,F-1.1,UCI.WE.1,1,35,70,247,1.1,WE - Women Elite,11505
8,2024,169,2134,1.1,UCI.WR.1,3,59,151,129,1.1,ME - Men Elite,14164
3,2024,200,1782,1.1,UCI.WR.1,2,47,164,102,1.1,ME - Men Elite,16882
5,2024,80,454,1.2,UCI.WR.2,1,0,324,9,1.2,ME - Men Elite,6741
2,2024,204,1433,1.1,UCI.WR.1,3,11,113,193,1.1,ME - Men Elite,16720
2,2024,115,958,F-1.1,UCI.WE.1,3,11,36,555,1.1,WE - Women Elite,10967
4,2024,146,1229,2.2.Stage,UCI.WR.2.Stage,2,20,248,18,2.2,ME - Men Elite,11792
4,2024,206,2546,2.2.Stage,UCI.WR.2.Stage,2,82,248,18,2.2,ME - Men Elite,16779
4,2024,181,1537,2.2.Stage,UCI.WR.2.Stage,3,25,248,18,2.2,ME - Men Elite,13747
4,2024,172,1584,2.2.Stage,UCI.WR.2.Stage,2,44,248,18,2.2,ME - Men Elite,13843
4,2024,203,1911,2.2.Stage,UCI.WR.2.Stage,2,21,248,18,2.2,ME - Men Elite,16497
4,2024,193,2065,2.2.Stage,UCI.WR.2.Stage,2,44,248,18,2.2,ME - Men Elite,15281
5,2024,159,1443,2.2.Stage,UCI.WR.2.Stage,3,51,248,18,2.2,ME - Men Elite,12922
9,2024,97,758,2.PRO.Stage,UCI.WR.Pro.Stage,1,24,166,98,2.Pro,ME - Men Elite,7477
9,2024,155,335,2.PRO.Stage,UCI.WR.Pro.Stage,1,3,166,98,2.Pro,ME - Men Elite,12898
10,2024,170,2827,2.PRO.Stage,UCI.WR.Pro.Stage,5,207,166,98,2.Pro,ME - Men Elite,15874
10,2024,131,2251,2.PRO.Stage,UCI.WR.Pro.Stage,4,76,166,98,2.Pro,ME - Men Elite,10417
10,2024,167,1425,2.PRO.Stage,UCI.WR.Pro.Stage,2,20,166,98,2.Pro,ME - Men Elite,12930
10,2024,123,627,2.PRO.Stage,UCI.WR.Pro.Stage,1,13,166,98,2.Pro,ME - Men Elite,8938
10,2024,199,1212,2.PRO.Stage,UCI.WR.Pro.Stage,1,14,166,98,2.Pro,ME - Men Elite,15483
10,2024,148,1170,2.PRO.Stage,UCI.WR.Pro.Stage,1,29,166,98,2.Pro,ME - Men Elite,11258
3,2024,183,1379,1.2,UCI.WR.2,2,50,277,14,1.2,ME - Men Elite,15508
4,2024,255,4266,1.WT.A,UCI.WR.Monument,2,174,4,999,1.UWT,ME - Men Elite,22527
4,2024,175,2827,1.2,UCI.WR.2U,3,126,326,9,1.2U,MU - Men U23,14993
4,2024,153,2641,F-1.WWT,UCI.WE.WWT,2,152,4,1285,1.WWT,WE - Women Elite,16140
4,2024,255,4266,1.WT.A,UCI.WR.Monument,2,174,4,999,1.UWT,ME - Men Elite,22428
7,2024,159,865,1.2,UCI.WR.2,1,3,353,8,1.2,ME - Men Elite,12356
9,2024,195,2565,1.1,UCI.WR.1,2,92,77,271,1.1,ME - Men Elite,16271
5,2024,168,5006,1.1,UCI.WR.1,5,358,110,195,1.1,ME - Men Elite,17378
6,2024,187,187,1.2,UCI.WR.2,1,0,407,3,1.2,ME - Men Elite,14791
3,2024,288,2070,1.WT.A,UCI.WR.Monument,2,59,8,941,1.UWT,ME - Men Elite,22484
3,2024,177,1261,1.PRO,UCI.WR.Pro,1,61,64,308,1.Pro,ME - Men Elite,14060
3,2024,199,264,1.WT.B,UCI.WR.C3,1,0,45,377,1.UWT,ME - Men Elite,15742
3,2024,158,479,F-1.WWT,UCI.WE.WWT,1,11,28,691,1.WWT,WE - Women Elite,14949
2,2024,174,1943,1.1,UCI.WR.1,2,130,98,224,1.1,ME - Men Elite,16067
2,2025,170,1920,1.1,UCI.WR.1,2,138,80,287,1.1,ME - Men Elite,15410
5,2024,136,1886,F-1.PRO,UCI.WE.Pro,3,84,51,363,1.Pro,WE - Women Elite,13816
1,2024,158,1487,2.2.Stage,UCI.WR.2.Stage,3,31,269,15,2.2,ME - Men Elite,12707
1,2024,127,848,2.2.Stage,UCI.WR.2.Stage,1,5,269,15,2.2,ME - Men Elite,10581
1,2024,127,1843,2.2.Stage,UCI.WR.2.Stage,3,119,269,15,2.2,ME - Men Elite,11126
1,2024,144,792,2.2.Stage,UCI.WR.2.Stage,2,17,269,15,2.2,ME - Men Elite,9903
1,2024,50,390,2.2.Stage,UCI.WR.2.Stage,1,0,269,15,2.2,ME - Men Elite,4097
6,2024,186,1709,2.2.Stage,UCI.WR.2.Stage,2,32,207,24,2.2,ME - Men Elite,15541
6,2024,151,2211,2.2.Stage,UCI.WR.2.Stage,3,118,207,24,2.2,ME - Men Elite,13136
6,2024,153,2839,2.2.Stage,UCI.WR.2.Stage,5,287,207,24,2.2,ME - Men Elite,13982
2,2024,15,176,2.1.Stage,UCI.WR.1.Stage,3,9,90,234,2.1,ME - Men Elite,1101
2,2024,151,2759,2.1.Stage,UCI.WR.1.Stage,2,156,90,234,2.1,ME - Men Elite,13803
2,2024,173,2318,2.1.Stage,UCI.WR.1.Stage,2,100,90,234,2.1,ME - Men Elite,14594
2,2024,132,3290,2.1.Stage,UCI.WR.1.Stage,5,258,90,234,2.1,ME - Men Elite,12440
9,2024,151,2920,1.2,UCI.WR.2,3,166,258,16,1.2,ME - Men Elite,12263
9,2024,132,1413,2.2.Stage,UCI.WR.2.Stage,3,55,264,15,2.2,ME - Men Elite,10708
9,2024,151,1671,2.2.Stage,UCI.WR.2.Stage,2,48,264,15,2.2,ME - Men Elite,12126
9,2024,130,3161,2.2.Stage,UCI.WR.2.Stage,4,228,264,15,2.2,ME - Men Elite,12158
9,2024,161,1933,2.2.Stage,UCI.WR.2.Stage,2,41,264,15,2.2,ME - Men Elite,12638
6,2024,192,2120,2.1.Stage,UCI.WR.1.Stage,3,71,171,80,2.1,ME - Men Elite,16367
6,2024,161,1365,2.1.Stage,UCI.WR.1.Stage,3,25,171,80,2.1,ME - Men Elite,13127
6,2024,184,3021,2.1.Stage,UCI.WR.1.Stage,4,144,171,80,2.1,ME - Men Elite,16082
6,2024,145,2513,2.1.Stage,UCI.WR.1.Stage,5,122,171,80,2.1,ME - Men Elite,12251
3,2024,145,109,2.2.Stage,UCI.WR.2.Stage,1,0,268,15,2.2,ME - Men Elite,11679
3,2024,150,121,2.2.Stage,UCI.WR.2.Stage,1,0,268,15,2.2,ME - Men Elite,11354
3,2024,141,479,2.2.Stage,UCI.WR.2.Stage,1,4,268,15,2.2,ME - Men Elite,11085
3,2024,168,504,2.2.Stage,UCI.WR.2.Stage,1,4,268,15,2.2,ME - Men Elite,13563
3,2024,188,574,2.2.Stage,UCI.WR.2.Stage,1,4,268,15,2.2,ME - Men Elite,16312
7,2024,32,123,Olympics.TT,UCI.WR.WO.TT,1,1,47,389,Olympics,ME - Men Elite,2172
8,2024,158,1648,F-OS,UCI.WE.WO,2,57,5,1245,Olympics,WE - Women Elite,14363
7,2024,32,123,F-OS.TT,UCI.WE.WO.TT,1,0,38,546,Olympics,WE - Women Elite,2378
8,2024,158,1648,F-OS,UCI.WE.WO,2,57,5,1245,Olympics,WE - Women Elite,14363
5,2024,182,213,1.2,UCI.WR.2,1,0,307,10,1.2,ME - Men Elite,13868
2,2024,202,1607,1.WT.B,UCI.WR.C3,2,49,28,678,1.UWT,ME - Men Elite,16291
2,2024,127,996,F-1.WWT,UCI.WE.WWT,2,39,13,1123,1.WWT,WE - Women Elite,12435
2,2024,129,1001,F-1.1,UCI.WE.1,1,23,31,601,1.1,WE - Women Elite,12158
5,2024,183,200,1.2,UCI.WR.2,1,0,288,13,1.2,ME - Men Elite,14556
5,2024,135,2109,E-2.Ncup.Stage,UCI.WR.Ncup.Stage,3,96,284,13,2.Ncup,MU - Men U23,11976
5,2024,110,2014,E-2.Ncup.Stage,UCI.WR.Ncup.Stage,3,150,284,13,2.Ncup,MU - Men U23,10240
5,2024,121,1803,E-2.Ncup.Stage,UCI.WR.Ncup.Stage,5,57,284,13,2.Ncup,MU - Men U23,10854
5,2024,175,1926,E-2.Ncup.Stage,UCI.WR.Ncup.Stage,2,42,284,13,2.Ncup,MU - Men U23,14503
5,2024,149,2687,E-2.Ncup.Stage,UCI.WR.Ncup.Stage,3,163,284,13,2.Ncup,MU - Men U23,13095
7,2024,178,2026,2.1.Stage,UCI.WR.1.Stage,2,101,147,129,2.1,ME - Men Elite,13132
7,2024,185,2388,2.1.Stage,UCI.WR.1.Stage,2,136,147,129,2.1,ME - Men Elite,14796
7,2024,153,2988,2.1.Stage,UCI.WR.1.Stage,3,241,147,129,2.1,ME - Men Elite,14951
7,2024,152,3660,2.1.Stage,UCI.WR.1.Stage,5,243,147,129,2.1,ME - Men Elite,14951
3,2024,191,1842,1.1,UCI.WR.1,2,102,154,118,1.1,ME - Men Elite,15971
9,2024,197,2023,1.1,UCI.WR.1,2,56,136,148,1.1,ME - Men Elite,15369
3,2024,158,1671,2.WT.Stage,UCI.WR.C1.Stage,2,68,7,957,2.UWT,ME - Men Elite,12988
3,2024,178,1070,2.WT.Stage,UCI.WR.C1.Stage,1,11,7,957,2.UWT,ME - Men Elite,16862
3,2024,183,3341,2.WT.Stage,UCI.WR.C1.Stage,5,210,7,957,2.UWT,ME - Men Elite,15952
3,2024,194,2274,2.WT.Stage,UCI.WR.C1.Stage,2,49,7,957,2.UWT,ME - Men Elite,15824
3,2024,198,2866,2.WT.Stage,UCI.WR.C1.Stage,2,119,7,957,2.UWT,ME - Men Elite,16611
3,2024,104,2342,2.WT.Stage,UCI.WR.C1.Stage,5,188,7,957,2.UWT,ME - Men Elite,9843
3,2024,109,2296,2.WT.Stage,UCI.WR.C1.Stage,4,175,7,957,2.UWT,ME - Men Elite,10203
4,2024,260,1414,1.WT.A,UCI.WR.Monument,1,6,29,661,1.UWT,ME - Men Elite,19738
4,2024,164,552,1.2,UCI.WR.2U,1,2,290,13,1.2U,MU - Men U23,13709
4,2024,149,529,F-1.WWT,UCI.WE.WWT,1,2,21,954,1.WWT,WE - Women Elite,13633
10,2024,214,1279,1.PRO,UCI.WR.Pro,2,30,45,425,1.Pro,ME - Men Elite,18027
10,2024,179,1100,1.2,UCI.WR.2U,2,30,251,17,1.2U,MU - Men U23,14937
5,2024,180,1953,1.2,UCI.WR.2,2,44,381,3,1.2,ME - Men Elite,14591
3,2024,175,231,1.2,UCI.WR.2,1,1,406,1,1.2,ME - Men Elite,13007
3,2024,108,1211,F-1.2,UCI.WE.2,3,32,121,35,1.2,WE - Women Elite,10562
8,2024,231,1985,2.PRO.Stage,UCI.WR.Pro.Stage,3,105,122,176,2.Pro,ME - Men Elite,19030
8,2024,156,1030,2.PRO.Stage,UCI.WR.Pro.Stage,3,16,122,176,2.Pro,ME - Men Elite,11819
8,2024,178,958,2.PRO.Stage,UCI.WR.Pro.Stage,2,20,122,176,2.Pro,ME - Men Elite,13745
8,2024,165,847,2.PRO.Stage,UCI.WR.Pro.Stage,1,4,122,176,2.Pro,ME - Men Elite,11898
8,2024,110,521,F-2.2.Stage,UCI.WE.2.Stage,3,15,112,94,2.2,WE - Women Elite,9976
8,2024,117,483,F-2.2.Stage,UCI.WE.2.Stage,2,32,112,94,2.2,WE - Women Elite,10639
9,2024,129,1321,F-2.2.Stage,UCI.WE.2.Stage,3,80,112,94,2.2,WE - Women Elite,12681
4,2024,135,609,2.PRO.Stage,UCI.WR.Pro.Stage,1,12,130,160,2.Pro,ME - Men Elite,10574
4,2024,191,2917,2.PRO.Stage,UCI.WR.Pro.Stage,3,118,130,160,2.Pro,ME - Men Elite,16996
4,2024,147,1953,2.PRO.Stage,UCI.WR.Pro.Stage,2,92,130,160,2.Pro,ME - Men Elite,12297
4,2024,138,2556,2.PRO.Stage,UCI.WR.Pro.Stage,3,134,130,160,2.Pro,ME - Men Elite,12582
4,2024,178,2144,2.PRO.Stage,UCI.WR.Pro.Stage,2,80,130,160,2.Pro,ME - Men Elite,15492
4,2024,160,2635,2.PRO.Stage,UCI.WR.Pro.Stage,5,238,130,160,2.Pro,ME - Men Elite,15000
